ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,Western  Cape,3019289,Received no vaccinations,0,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCNON,ZADHS1998455001,1998,DHS,80,62,,,1
ZAF,Eastern Cape,4270368,Received no vaccinations,3.1,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCNON,ZADHS1998455002,1998,DHS,127,234,,,1
ZAF,Northern Cape,6737403,Received no vaccinations,1.3,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCNON,ZADHS1998455003,1998,DHS,20,83,,,1
ZAF,Free State,5603277,Received no vaccinations,1.6,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCNON,ZADHS1998455004,1998,DHS,51,62,,,1
ZAF,KwaZulu Natal,2779994,Received no vaccinations,2,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCNON,ZADHS1998455005,1998,DHS,208,150,,,1
ZAF,North West,1370783,Received no vaccinations,4.3,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455006,1455006,Region,North West,0,,0,1,CHVACCCNON,ZADHS1998455006,1998,DHS,67,69,,,1
ZAF,Gauteng,5710154,Received no vaccinations,2.4,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCNON,ZADHS1998455007,1998,DHS,199,83,,,1
ZAF,Mpumalanga,5890400,Received no vaccinations,2.7,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCNON,ZADHS1998455008,1998,DHS,72,100,,,1
ZAF,Northern Province,4088178,Received no vaccinations,1.6,1,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NON,93906250,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCNON,ZADHS1998455009,1998,DHS,149,128,,,1
ZAF,Western  Cape,1352059,Number of children 12-23 months,80,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCNUM,ZADHS1998455001,1998,DHS,,62,,,1
ZAF,Eastern Cape,4348446,Number of children 12-23 months,127,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCNUM,ZADHS1998455002,1998,DHS,,234,,,1
ZAF,Northern Cape,6852696,Number of children 12-23 months,20,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCNUM,ZADHS1998455003,1998,DHS,,83,,,1
ZAF,Free State,5603276,Number of children 12-23 months,51,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455004,1455004,Region,Free State,0,,0,1,CHVACCCNUM,ZADHS1998455004,1998,DHS,,62,,,1
ZAF,KwaZulu Natal,1358089,Number of children 12-23 months,208,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCNUM,ZADHS1998455005,1998,DHS,,150,,,1
ZAF,North West,1370784,Number of children 12-23 months,67,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455006,1455006,Region,North West,0,,0,1,CHVACCCNUM,ZADHS1998455006,1998,DHS,,69,,,1
ZAF,Gauteng,5710153,Number of children 12-23 months,199,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCNUM,ZADHS1998455007,1998,DHS,,83,,,1
ZAF,Mpumalanga,5970384,Number of children 12-23 months,72,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCNUM,ZADHS1998455008,1998,DHS,,100,,,1
ZAF,Northern Province,4144433,Number of children 12-23 months,149,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_NUM,93906270,D,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCNUM,ZADHS1998455009,1998,DHS,,128,,,1
ZAF,Western  Cape,3019292,Number of children 12-23 months (unweighted),62,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCUNW,ZADHS1998455001,1998,DHS,80,,,,1
ZAF,Eastern Cape,2245198,Number of children 12-23 months (unweighted),234,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCUNW,ZADHS1998455002,1998,DHS,127,,,,1
ZAF,Northern Cape,3112025,Number of children 12-23 months (unweighted),83,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCUNW,ZADHS1998455003,1998,DHS,20,,,,1
ZAF,Free State,1358084,Number of children 12-23 months (unweighted),62,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455004,1455004,Region,Free State,0,,0,1,CHVACCCUNW,ZADHS1998455004,1998,DHS,51,,,,1
ZAF,KwaZulu Natal,2780032,Number of children 12-23 months (unweighted),150,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCUNW,ZADHS1998455005,1998,DHS,208,,,,1
ZAF,North West,1370795,Number of children 12-23 months (unweighted),69,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455006,1455006,Region,North West,0,,0,1,CHVACCCUNW,ZADHS1998455006,1998,DHS,67,,,,1
ZAF,Gauteng,1364536,Number of children 12-23 months (unweighted),83,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCUNW,ZADHS1998455007,1998,DHS,199,,,,1
ZAF,Mpumalanga,2961624,Number of children 12-23 months (unweighted),100,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCUNW,ZADHS1998455008,1998,DHS,72,,,,1
ZAF,Northern Province,2278623,Number of children 12-23 months (unweighted),128,0,ZA,South Africa,1998,ZA1998DHS,CH_VACC_C_UNW,93906280,U,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCUNW,ZADHS1998455009,1998,DHS,149,,,,1
ZAF,Western  Cape,1431740,BCG vaccination received,91.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCBCG,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492256,BCG vaccination received,96.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCBCG,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415460,BCG vaccination received,95.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCBCG,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586864,BCG vaccination received,97.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCBCG,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624482,BCG vaccination received,91.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCBCG,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427558,BCG vaccination received,94.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455006,1455006,Region,North West,0,,0,1,CHVACCCBCG,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608411,BCG vaccination received,92.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCBCG,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120808,BCG vaccination received,85.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCBCG,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842489,BCG vaccination received,92.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BCG,93906010,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCBCG,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431748,DPT 1 vaccination received,89.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCDP1,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492262,DPT 1 vaccination received,95,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCDP1,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415462,DPT 1 vaccination received,95.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCDP1,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586869,DPT 1 vaccination received,97.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCDP1,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624483,DPT 1 vaccination received,91.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCDP1,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427557,DPT 1 vaccination received,99.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455006,1455006,Region,North West,0,,0,1,CHVACCCDP1,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608403,DPT 1 vaccination received,87.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCDP1,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120797,DPT 1 vaccination received,80.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCDP1,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842481,DPT 1 vaccination received,94.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP1,93906020,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCDP1,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431752,DPT 2 vaccination received,78.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCDP2,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492257,DPT 2 vaccination received,85.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCDP2,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415461,DPT 2 vaccination received,87.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCDP2,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586865,DPT 2 vaccination received,95.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCDP2,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624486,DPT 2 vaccination received,73.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCDP2,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427559,DPT 2 vaccination received,72.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455006,1455006,Region,North West,0,,0,1,CHVACCCDP2,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608412,DPT 2 vaccination received,69.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCDP2,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120809,DPT 2 vaccination received,72.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCDP2,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842490,DPT 2 vaccination received,74,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP2,93906030,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCDP2,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431749,DPT 3 vaccination received,70,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCDP3,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492266,DPT 3 vaccination received,74.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCDP3,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415463,DPT 3 vaccination received,80.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCDP3,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586870,DPT 3 vaccination received,84.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCDP3,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624484,DPT 3 vaccination received,65.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCDP3,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427569,DPT 3 vaccination received,65,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455006,1455006,Region,North West,0,,0,1,CHVACCCDP3,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608404,DPT 3 vaccination received,53.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCDP3,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120798,DPT 3 vaccination received,61.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCDP3,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842482,DPT 3 vaccination received,71.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_DP3,93906040,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCDP3,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431755,Polio 0 vaccination received,88.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCOP0,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492273,Polio 0 vaccination received,94.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCOP0,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415476,Polio 0 vaccination received,90.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCOP0,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586863,Polio 0 vaccination received,97.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCOP0,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624512,Polio 0 vaccination received,92.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCOP0,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427581,Polio 0 vaccination received,98.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455006,1455006,Region,North West,0,,0,1,CHVACCCOP0,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608400,Polio 0 vaccination received,91.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCOP0,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120805,Polio 0 vaccination received,87.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCOP0,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842383,Polio 0 vaccination received,93.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP0,93906050,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCOP0,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431756,Polio 1 vaccination received,91.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCOP1,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492274,Polio 1 vaccination received,91,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCOP1,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415477,Polio 1 vaccination received,84.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCOP1,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586886,Polio 1 vaccination received,95.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCOP1,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624513,Polio 1 vaccination received,71.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCOP1,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427582,Polio 1 vaccination received,76.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455006,1455006,Region,North West,0,,0,1,CHVACCCOP1,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608401,Polio 1 vaccination received,69.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCOP1,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120806,Polio 1 vaccination received,79.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCOP1,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842384,Polio 1 vaccination received,79.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_OP1,93906060,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCOP1,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431760,Measles vaccination received,77.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCMSL,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492271,Measles vaccination received,88.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCMSL,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415484,Measles vaccination received,84.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCMSL,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586884,Measles vaccination received,90.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCMSL,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624495,Measles vaccination received,89.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCMSL,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427574,Measles vaccination received,85,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455006,1455006,Region,North West,0,,0,1,CHVACCCMSL,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608409,Measles vaccination received,87.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCMSL,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120803,Measles vaccination received,75,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCMSL,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842487,Measles vaccination received,88.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_MSL,93906090,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCMSL,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431750,Hepatitis 1 vaccination received,86.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHP1,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492267,Hepatitis 1 vaccination received,94,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHP1,ZADHS2016455002,2016,DHS,81,90,,,1
