ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,Northern Cape,6415464,Hepatitis 1 vaccination received,91.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHP1,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586871,Hepatitis 1 vaccination received,97.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHP1,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624485,Hepatitis 1 vaccination received,91.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHP1,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427570,Hepatitis 1 vaccination received,97,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHP1,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608405,Hepatitis 1 vaccination received,87.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHP1,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120799,Hepatitis 1 vaccination received,80,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHP1,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842483,Hepatitis 1 vaccination received,92.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP1,93906110,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHP1,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431753,Hepatitis 2 vaccination received,73,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHP2,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492258,Hepatitis 2 vaccination received,86.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHP2,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415479,Hepatitis 2 vaccination received,81.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHP2,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586866,Hepatitis 2 vaccination received,91.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHP2,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624487,Hepatitis 2 vaccination received,67.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHP2,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427576,Hepatitis 2 vaccination received,81.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHP2,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608413,Hepatitis 2 vaccination received,68.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHP2,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120810,Hepatitis 2 vaccination received,69.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHP2,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842491,Hepatitis 2 vaccination received,70.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP2,93906120,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHP2,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431744,Hepatitis 3 vaccination received,64.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHP3,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492279,Hepatitis 3 vaccination received,72.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHP3,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415489,Hepatitis 3 vaccination received,78.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHP3,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586877,Hepatitis 3 vaccination received,87.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHP3,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624491,Hepatitis 3 vaccination received,62.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHP3,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427590,Hepatitis 3 vaccination received,64,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHP3,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608444,Hepatitis 3 vaccination received,58.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHP3,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120818,Hepatitis 3 vaccination received,67.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHP3,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842389,Hepatitis 3 vaccination received,66.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HP3,93906130,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHP3,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431745,Haemophilus influenza type b 1 vaccination received,89.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHB1,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492280,Haemophilus influenza type b 1 vaccination received,95,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHB1,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415490,Haemophilus influenza type b 1 vaccination received,95.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHB1,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586878,Haemophilus influenza type b 1 vaccination received,97.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHB1,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624532,Haemophilus influenza type b 1 vaccination received,91.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHB1,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427591,Haemophilus influenza type b 1 vaccination received,99.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHB1,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608445,Haemophilus influenza type b 1 vaccination received,87.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHB1,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120819,Haemophilus influenza type b 1 vaccination received,80.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHB1,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842390,Haemophilus influenza type b 1 vaccination received,94.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB1,93906140,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHB1,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431746,Haemophilus influenza type b 2 vaccination received,78.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHB2,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492281,Haemophilus influenza type b 2 vaccination received,85.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHB2,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415491,Haemophilus influenza type b 2 vaccination received,87.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHB2,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586879,Haemophilus influenza type b 2 vaccination received,95.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHB2,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624533,Haemophilus influenza type b 2 vaccination received,73.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHB2,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427592,Haemophilus influenza type b 2 vaccination received,72.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHB2,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608446,Haemophilus influenza type b 2 vaccination received,69.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHB2,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120820,Haemophilus influenza type b 2 vaccination received,72.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHB2,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842391,Haemophilus influenza type b 2 vaccination received,74,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB2,93906150,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHB2,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431747,Haemophilus influenza type b 3 vaccination received,70,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCHB3,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492282,Haemophilus influenza type b 3 vaccination received,74.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCHB3,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415524,Haemophilus influenza type b 3 vaccination received,80.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCHB3,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586880,Haemophilus influenza type b 3 vaccination received,84.8,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCHB3,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624534,Haemophilus influenza type b 3 vaccination received,65.3,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCHB3,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427593,Haemophilus influenza type b 3 vaccination received,65,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455006,1455006,Region,North West,0,,0,1,CHVACCCHB3,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608447,Haemophilus influenza type b 3 vaccination received,53.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCHB3,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120821,Haemophilus influenza type b 3 vaccination received,61.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCHB3,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842392,Haemophilus influenza type b 3 vaccination received,71.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_HB3,93906160,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCHB3,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431769,Fully vaccinated (8 basic antigens),67.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCBAS,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492265,Fully vaccinated (8 basic antigens),70.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCBAS,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415483,Fully vaccinated (8 basic antigens),75.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCBAS,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586883,Fully vaccinated (8 basic antigens),79.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCBAS,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624500,Fully vaccinated (8 basic antigens),62.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCBAS,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427580,Fully vaccinated (8 basic antigens),55.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455006,1455006,Region,North West,0,,0,1,CHVACCCBAS,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608417,Fully vaccinated (8 basic antigens),51.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCBAS,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120814,Fully vaccinated (8 basic antigens),55.5,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCBAS,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842382,Fully vaccinated (8 basic antigens),66.7,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_BAS,93906230,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCBAS,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431766,Received no vaccinations,6.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCNON,ZADHS2016455001,2016,DHS,54,36,,,1
ZAF,Eastern Cape,5492272,Received no vaccinations,3.1,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCNON,ZADHS2016455002,2016,DHS,81,90,,,1
ZAF,Northern Cape,6415485,Received no vaccinations,4.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCNON,ZADHS2016455003,2016,DHS,12,51,,,1
ZAF,Free State,5586885,Received no vaccinations,2.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455004,1455004,Region,Free State,0,,0,1,CHVACCCNON,ZADHS2016455004,2016,DHS,25,49,,,1
ZAF,KwaZulu Natal,6624496,Received no vaccinations,6.2,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCNON,ZADHS2016455005,2016,DHS,135,117,,,1
ZAF,North West,1427575,Received no vaccinations,0,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455006,1455006,Region,North West,0,,0,1,CHVACCCNON,ZADHS2016455006,2016,DHS,59,73,,,1
ZAF,Gauteng,6608410,Received no vaccinations,6.6,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCNON,ZADHS2016455007,2016,DHS,180,66,,,1
ZAF,Mpumalanga,3120804,Received no vaccinations,10.4,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCNON,ZADHS2016455008,2016,DHS,61,94,,,1
ZAF,Northern Province,7842488,Received no vaccinations,2.9,1,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NON,93906250,I,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCNON,ZADHS2016455009,2016,DHS,69,94,,,1
ZAF,Western  Cape,1431791,Number of children 12-23 months,54,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCNUM,ZADHS2016455001,2016,DHS,,36,,,1
ZAF,Eastern Cape,5519248,Number of children 12-23 months,81,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCNUM,ZADHS2016455002,2016,DHS,,90,,,1
ZAF,Northern Cape,6385672,Number of children 12-23 months,12,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCNUM,ZADHS2016455003,2016,DHS,,51,,,1
ZAF,Free State,5586888,Number of children 12-23 months,25,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455004,1455004,Region,Free State,0,,0,1,CHVACCCNUM,ZADHS2016455004,2016,DHS,,49,,,1
ZAF,KwaZulu Natal,6682757,Number of children 12-23 months,135,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCNUM,ZADHS2016455005,2016,DHS,,117,,,1
ZAF,North West,1427586,Number of children 12-23 months,59,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455006,1455006,Region,North West,0,,0,1,CHVACCCNUM,ZADHS2016455006,2016,DHS,,73,,,1
ZAF,Gauteng,6812127,Number of children 12-23 months,180,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCNUM,ZADHS2016455007,2016,DHS,,66,,,1
ZAF,Mpumalanga,1431774,Number of children 12-23 months,61,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCNUM,ZADHS2016455008,2016,DHS,,94,,,1
ZAF,Northern Province,7842523,Number of children 12-23 months,69,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_NUM,93906270,D,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCNUM,ZADHS2016455009,2016,DHS,,94,,,1
ZAF,Western  Cape,1431795,Number of children 12-23 months (unweighted),36,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455001,1455001,Region,Western  Cape,0,,0,1,CHVACCCUNW,ZADHS2016455001,2016,DHS,54,,,,1
ZAF,Eastern Cape,2009215,Number of children 12-23 months (unweighted),90,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455002,1455002,Region,Eastern Cape,0,,0,1,CHVACCCUNW,ZADHS2016455002,2016,DHS,81,,,,1
ZAF,Northern Cape,3379835,Number of children 12-23 months (unweighted),51,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455003,1455003,Region,Northern Cape,0,,0,1,CHVACCCUNW,ZADHS2016455003,2016,DHS,12,,,,1
ZAF,Free State,1427616,Number of children 12-23 months (unweighted),49,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455004,1455004,Region,Free State,0,,0,1,CHVACCCUNW,ZADHS2016455004,2016,DHS,25,,,,1
ZAF,KwaZulu Natal,2621947,Number of children 12-23 months (unweighted),117,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455005,1455005,Region,KwaZulu Natal,0,,0,1,CHVACCCUNW,ZADHS2016455005,2016,DHS,135,,,,1
ZAF,North West,1427585,Number of children 12-23 months (unweighted),73,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455006,1455006,Region,North West,0,,0,1,CHVACCCUNW,ZADHS2016455006,2016,DHS,59,,,,1
ZAF,Gauteng,2606355,Number of children 12-23 months (unweighted),66,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455007,1455007,Region,Gauteng,0,,0,1,CHVACCCUNW,ZADHS2016455007,2016,DHS,180,,,,1
ZAF,Mpumalanga,3120848,Number of children 12-23 months (unweighted),94,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455008,1455008,Region,Mpumalanga,0,,0,1,CHVACCCUNW,ZADHS2016455008,2016,DHS,61,,,,1
ZAF,Northern Province,7863954,Number of children 12-23 months (unweighted),94,0,ZA,South Africa,2016,ZA2016DHS,CH_VACC_C_UNW,93906280,U,455009,1455009,Region,Northern Province,0,,0,1,CHVACCCUNW,ZADHS2016455009,2016,DHS,69,,,,1
